x1_original,x1_envelope,x1_triangle,x1_square,x2_original,x2_envelope,x2_triangle,x2_square,v1_original,v1_envelope,v1_triangle,v1_square,v2_original,v2_envelope,v2_triangle,v2_square,a1_original,a1_envelope,a1_triangle,a1_square,a2_original,a2_envelope,a2_triangle,a2_square
-0.0021126776,0.005659418,-0.0031854145,0.00243493,0.00031680436,0.008160801,0.000498945,-0.0016709656,0.015844472,0.023715155,0.0238387,0.023490855,-0.009122483,-0.0013290825,-0.013641522,-0.015817411,0.04558433,0.053441994,0.0681349,-0.06598234,-0.024548419,-0.016679086,-0.036638193,0.041980073
-0.0020377545,0.005722661,-0.003078637,0.0025121658,0.0002819478,0.008119711,0.00044239045,-0.0017236172,0.016311262,0.024209892,0.024587657,0.02339586,-0.009384173,-0.00158741,-0.014056437,-0.015742017,0.04376861,0.051680855,0.06547707,-0.06795904,-0.023416689,-0.01559648,-0.03490816,0.043183338
-0.0019275596,0.0058266143,-0.0029225603,0.00262253,0.00022585184,0.008062749,0.00035561423,-0.0017999421,0.016632948,0.024539601,0.025120106,0.023242902,-0.009546344,-0.0017364859,-0.014297752,-0.015618299,0.041047096,0.049039006,0.06146893,-0.07090263,-0.021710942,-0.013959943,-0.032400414,0.04500555
-0.001817509,0.0059271334,-0.0027611959,0.0027185336,0.00017321412,0.007999773,0.00028255832,-0.0018640185,0.017000632,0.024883797,0.025687987,0.023050211,-0.009733803,-0.001935232,-0.014568813,-0.015462779,0.03836332,0.04633325,0.05755748,-0.073443785,-0.020077338,-0.012383099,-0.029981697,0.046581708
-0.001686304,0.006058556,-0.0025591732,0.0027471294,9.9045836e-05,0.007915826,0.00017481652,-0.0018832294,0.016925847,0.024782307,0.025527932,0.022888705,-0.009675781,-0.0019002086,-0.014469942,-0.015358396,0.034948405,0.042673595,0.052372627,-0.07426359,-0.017936032,-0.010236616,-0.026902163,0.04701833
-0.0015869698,0.0061588185,-0.0024044658,0.0028083452,5.1619325e-05,0.007853304,0.00010162074,-0.0019240103,0.017037665,0.024861895,0.02562515,0.022670401,-0.009711811,-0.0019566095,-0.014512258,-0.015223423,0.03242598,0.040045623,0.048581317,-0.07595917,-0.016483806,-0.008730917,-0.024687568,0.048033345
-0.0014187582,0.0063263034,-0.002150772,0.0029340568,-3.318966e-05,0.007755133,-3.9379825e-05,-0.0020068681,0.017361548,0.025166424,0.026082335,0.022474874,-0.009860877,-0.0021288884,-0.01475614,-0.015078909,0.028053058,0.03577397,0.042249706,-0.079411596,-0.0139508145,-0.0060857665,-0.020806372,0.050164573
-0.0012940498,0.006448962,-0.0019629607,0.003037235,-0.00010390428,0.0076857763,-0.00014654404,-0.0020759322,0.017760064,0.025555743,0.026682332,0.022331998,-0.010061408,-0.0023440146,-0.015089826,-0.014945661,0.02475889,0.032538183,0.037382793,-0.082199685,-0.011970716,-0.0040317737,-0.017857714,0.051866047
-0.0011619912,0.0065800063,-0.001769872,0.003138218,-0.00017874387,0.007618912,-0.0002549921,-0.002146059,0.017982984,0.02575211,0.027022565,0.022053672,-0.010138749,-0.0024312413,-0.0152395945,-0.014731474,0.021373114,0.029195309,0.032461245,-0.08480128,-0.009899141,-0.0019730804,-0.014844826,0.05348751
-0.0010202213,0.0067280596,-0.0015515616,0.0031984665,-0.00025411457,0.007544189,-0.00036601207,-0.0021818895,0.017917255,0.025642745,0.026892494,0.021625856,-0.010050284,-0.0023505162,-0.015113155,-0.0144526865,0.017765705,0.025534589,0.027202323,-0.08630025,-0.007795701,0.00016262196,-0.011610753,0.054428745
-0.00088325527,0.006871109,-0.0013427176,0.0032817626,-0.00032623083,0.007470329,-0.00046916876,-0.0022349001,0.01806804,0.025767129,0.027075661,0.021225277,-0.010091577,-0.0024052304,-0.0151798865,-0.014188027,0.014330627,0.021940976,0.022051727,-0.088525906,-0.005770445,0.0021359604,-0.008578899,0.055869445
-0.00065913016,0.0071036317,-0.0010015926,0.0034417391,-0.00045948848,0.0073387856,-0.0006708395,-0.0023416912,0.01811544,0.025832977,0.027151741,0.02105185,-0.010060772,-0.002373625,-0.015133136,-0.014061498,0.008436031,0.015889384,0.013165282,-0.09286756,-0.002193482,0.005707884,-0.0032834446,0.05863743
-0.00043270356,0.0073254323,-0.00065920944,0.003572248,-0.0005760198,0.007215216,-0.0008565717,-0.0024279312,0.018159665,0.025896044,0.02723372,0.020535344,-0.010047338,-0.002345718,-0.015109553,-0.013696342,0.002711728,0.010102455,0.00429507,-0.096369036,0.0012714199,0.0091579035,0.0019086214,0.060839035
-0.00018151458,0.0075741108,-0.00028404855,0.0037420972,-0.0007321703,0.0070627495,-0.001099762,-0.0025439423,0.01829171,0.02605299,0.027462797,0.020571798,-0.01007701,-0.0023424705,-0.015147586,-0.013698872,-0.0038731936,0.003558953,-0.005686779,-0.10095089,0.00541563,0.013286639,0.00802233,0.06369587
9.62523e-06,0.0077493666,-7.130184e-06,0.0038474053,-0.0008263326,0.00696434,-0.0012455336,-0.0026122548,0.018344037,0.026124293,0.0275695,0.02012456,-0.010085817,-0.0023219758,-0.015145039,-0.01339109,-0.008640616,-0.0010878174,-0.012733458,-0.10367372,0.008325043,0.016166402,0.012323244,0.06536133
0.0001555701,0.007887625,0.0002049859,0.003934186,-0.00089284126,0.006890289,-0.001347523,-0.0026657037,0.018289339,0.026063474,0.0275138,0.019633783,-0.010023344,-0.0022410979,-0.015039259,-0.013062566,-0.012213211,-0.0045268713,-0.017920673,-0.10586346,0.010452819,0.018250834,0.015536117,0.06669483
0.0003499612,0.008081553,0.0005019488,0.003984773,-0.0009876537,0.006782624,-0.0014934428,-0.002691471,0.018107563,0.025882274,0.027256757,0.019077133,-0.009900193,-0.0021091797,-0.014824141,-0.012715777,-0.017051883,-0.009508183,-0.024996093,-0.10698521,0.013353204,0.021142935,0.019927055,0.067411624
0.0005099771,0.008238758,0.0007417798,0.0040220288,-0.0010601128,0.0066915564,-0.001615477,-0.0027131592,0.0178897,0.02566203,0.026909634,0.018661324,-0.009751284,-0.0019586529,-0.014579229,-0.01244252,-0.020962346,-0.013535509,-0.03102208,-0.10794452,0.015708534,0.023445677,0.02345411,0.06801693
0.00073391834,0.008448975,0.0010673571,0.0041190446,-0.0011639842,0.006573282,-0.0017789677,-0.0027744179,0.017534055,0.025298689,0.026349844,0.018059278,-0.009489638,-0.0017033978,-0.014179135,-0.012037932,-0.026420167,-0.01891391,-0.03930997,-0.11053574,0.018999273,0.026686251,0.028302705,0.06961592
0.0009013608,0.008595664,0.0013065934,0.004218583,-0.0012365788,0.0064902506,-0.0018894731,-0.0028372933,0.017327165,0.025071181,0.026018826,0.017564602,-0.009312604,-0.0015429459,-0.013920055,-0.011692726,-0.030376347,-0.022772346,-0.045330696,-0.11318129,0.021362714,0.029045328,0.031822,0.07120204
0.0011151086,0.008796159,0.0016250296,0.0043314868,-0.0013409575,0.0063843713,-0.0020411967,-0.0029038838,0.016901314,0.024628462,0.025385037,0.016956331,-0.009009221,-0.0012600427,-0.013478997,-0.011280203,-0.03553673,-0.02800465,-0.053043064,-0.116033286,0.024471603,0.032210812,0.03651187,0.07296983
0.0013258564,0.009011209,0.0019500676,0.0043947254,-0.0014461628,0.006276242,-0.0021990733,-0.0029338435,0.016259748,0.023951545,0.024425505,0.01623816,-0.008600261,-0.0008568638,-0.012869059,-0.01079851,-0.04083322,-0.03328697,-0.06091955,-0.11764531,0.027603762,0.03541675,0.041263096,0.07394559
0.0014606381,0.009160004,0.0021642589,0.004472448,-0.0015153688,0.006204564,-0.0023058334,-0.0029791,0.016125476,0.023798877,0.024214983,0.015865067,-0.008491488,-0.0007615085,-0.012728586,-0.010528229,-0.044280794,-0.03680081,-0.066080146,-0.11969956,0.029632758,0.037489403,0.044357393,0.07523158
0.0015829987,0.009288781,0.0023564242,0.004550873,-0.0015767792,0.006141205,-0.0023986192,-0.0030284093,0.016015962,0.023684567,0.02403859,0.015496065,-0.008385658,-0.0006676144,-0.012592363,-0.010268393,-0.047335383,-0.039974723,-0.07072204,-0.1216913,0.031505298,0.03930553,0.04710629,0.07649184
0.0017177588,0.009422697,0.0025673092,0.0046062516,-0.0016322668,0.0060818335,-0.002482081,-0.0030544316,0.015352881,0.023018839,0.023031926,0.014737314,-0.007963576,-0.000238657,-0.01195955,-0.009778447,-0.05060914,-0.043387085,-0.07558746,-0.12294987,0.03346112,0.041286003,0.050031707,0.07728563
0.0018298032,0.0095257955,0.0027357377,0.0046494324,-0.0016625253,0.0060452316,-0.0025264774,-0.0030691242,0.014445113,0.022122554,0.021673096,0.013739939,-0.0074114786,0.00031231344,-0.0111339325,-0.009149713,-0.05320236,-0.046012525,-0.07935013,-0.12391166,0.034930397,0.042813055,0.052188337,0.07780582
0.001986619,0.009664836,0.0029653853,0.0046949354,-0.0017234029,0.0059723197,-0.0026106187,-0.003089862,0.013608991,0.021307314,0.02040099,0.01295546,-0.0068916567,0.00081297895,-0.0103674475,-0.008657901,-0.056999862,-0.049752343,-0.08505455,-0.1250121,0.037142646,0.045052096,0.055394936,0.07838636
0.0021073185,0.009771845,0.0031437124,0.004753178,-0.0017604366,0.0059200353,-0.0026593308,-0.0031129615,0.01265826,0.020344635,0.018938418,0.01212699,-0.0062908917,0.0014006984,-0.009469066,-0.008126379,-0.05976095,-0.052541282,-0.089406714,-0.12654234,0.038689464,0.046611894,0.057745297,0.0792696
0.0022466131,0.009908129,0.0033546484,0.0047527156,-0.0018220303,0.0058526676,-0.0027471916,-0.0031049883,0.011824533,0.01950507,0.017681865,0.011410998,-0.0057775876,0.001912131,-0.008690485,-0.007672845,-0.06302396,-0.05585544,-0.09469664,-0.12651142,0.040626988,0.048489563,0.06071604,0.07924092
0.0023655859,0.010023933,0.0035367843,0.004779443,-0.0018717066,0.005799124,-0.0028176706,-0.003110492,0.011057156,0.018713914,0.01654821,0.0107380105,-0.0052985647,0.002393019,-0.007974805,-0.0072405837,-0.065792695,-0.05865798,-0.099024996,-0.12717524,0.04218884,0.050003976,0.06325911,0.07966752
0.0024773434,0.010131722,0.0037102066,0.004844063,-0.0019077053,0.005759667,-0.002871149,-0.0031360216,0.0098750675,0.01749698,0.01474803,0.009823422,-0.004552378,0.0031362865,-0.0068377825,-0.0066621257,-0.06841593,-0.06123382,-0.102842115,-0.1287821,0.04358527,0.051419135,0.06554332,0.080645815
0.0025667066,0.010212286,0.0038473886,0.0049032127,-0.001928865,0.0057351254,-0.0029020328,-0.0031598888,0.008779835,0.01637119,0.013073615,0.008994572,-0.0038730938,0.0038133028,-0.0057920706,-0.006140649,-0.0704669,-0.06315971,-0.105638325,-0.13018301,0.044658627,0.05248002,0.06720186,0.081445165
0.0026992413,0.01033783,0.0040468737,0.0049673584,-0.0019758109,0.0056845723,-0.0029702964,-0.003190307,0.007597969,0.015170302,0.011281073,0.008086757,-0.0031292439,0.004544821,-0.004678586,-0.005552613,-0.07363301,-0.06614468,-0.1102343,-0.13175385,0.0464117,0.05419079,0.0697834,0.0823599
0.0027932057,0.010425659,0.004186871,0.0050095795,-0.0020034797,0.005651824,-0.0030130288,-0.0032086046,0.006577097,0.014137138,0.0097514875,0.007330562,-0.0024846832,0.005176902,-0.0037255718,-0.0050467583,-0.07581611,-0.0681741,-0.113448456,-0.13280319,0.04759548,0.05536096,0.07147219,0.082950436
0.002816587,0.010446013,0.0042221756,0.005034056,-0.0019882978,0.0056635905,-0.0029921958,-0.0032129856,0.005700928,0.013265697,0.0084502725,0.0065980754,-0.0019569213,0.00570654,-0.0029387546,-0.004573289,-0.07614664,-0.06847005,-0.11395411,-0.13333727,0.0476431,0.055435102,0.07155814,0.08320502
0.0028638889,0.010489273,0.0042947074,0.005054388,-0.0019789485,0.0056624194,-0.0029821778,-0.003215944,0.0044377213,0.012006523,0.0065454654,0.0056512933,-0.0011890193,0.0064627146,-0.0018055215,-0.003955376,-0.077016614,-0.06938,-0.11545377,-0.1338156,0.04802519,0.05582446,0.07211168,0.083427794
0.002904605,0.010528608,0.004355221,0.005057474,-0.0019780272,0.005655156,-0.0029860316,-0.003213154,0.0036436564,0.011212328,0.005333118,0.005019309,-0.00070349814,0.0069429814,-0.001101893,-0.0035385243,-0.07791126,-0.07040099,-0.116968356,-0.13393247,0.04848264,0.05631372,0.07268366,0.083402924
0.0029601075,0.0105782,0.00443774,0.0050892467,-0.0019796388,0.0056408546,-0.0029931366,-0.003228852,0.0026314482,0.010192013,0.0037805424,0.0042465925,-5.677581e-05,0.007577179,-0.00015703343,-0.0030192076,-0.07913104,-0.07170961,-0.11895473,-0.1348078,0.049122162,0.057034116,0.073563404,0.08385523
0.0029469847,0.010553541,0.004416764,0.0050857044,-0.0019347108,0.005673742,-0.0029248572,-0.0032164452,0.0016620669,0.0092289755,0.0023290492,0.0034178004,0.0005257371,0.008157657,0.000720753,-0.0024796017,-0.07841877,-0.071069635,-0.11788554,-0.13453434,0.048552763,0.056499712,0.07271368,0.08359623
0.003048067,0.010651952,0.0045703608,0.0051028556,-0.0019844335,0.005620352,-0.0029970203,-0.0032256374,0.0010037752,0.008618803,0.0014084262,0.0031509858,0.00090967043,0.008544965,0.0013072877,-0.0023244056,-0.08100785,-0.07356641,-0.12179268,-0.13480233,0.050073024,0.058035377,0.07508736,0.08375411
0.0030440206,0.010649689,0.004570052,0.0050417655,-0.0019688595,0.005633238,-0.0029682408,-0.0031820727,0.00035691215,0.007986583,0.00046700123,0.00263391,0.0012807169,0.00890601,0.001852846,-0.0019975095,-0.08081855,-0.07333125,-0.12164018,-0.13310377,0.049837116,0.05778988,0.07480099,0.08270658
0.0030123033,0.010613887,0.0045310613,0.005038118,-0.0019184698,0.005677974,-0.0028869796,-0.0031709084,-0.00081752497,0.006819396,-0.0012910354,0.001758127,0.0019974513,0.009605033,0.0029019117,-0.001437805,-0.07972581,-0.07213719,-0.120001346,-0.13293062,0.04895221,0.056913808,0.0736042,0.08258093
0.0029681728,0.010558292,0.004468144,0.0050493805,-0.0018532331,0.0057324097,-0.002788688,-0.0031654944,-0.0018923121,0.005715764,-0.0029238747,0.0009779176,0.0026610068,0.010250671,0.0038660234,-0.0009412266,-0.07827468,-0.07058815,-0.11758069,-0.13314392,0.047843184,0.055790544,0.07197991,0.08266965
0.002939675,0.0105273025,0.0044275797,0.0050379443,-0.0018072457,0.0057709143,-0.0027200282,-0.003148257,-0.0027342404,0.0048572356,-0.004212495,0.00035824225,0.0031720966,0.010761778,0.004617339,-0.0005503845,-0.07728743,-0.06955011,-0.11601057,-0.13274077,0.047127806,0.055038847,0.070827425,0.082373336
0.0029393255,0.010527058,0.004429047,0.0050533433,-0.0017715591,0.0057933535,-0.0026717128,-0.0031447313,-0.003834323,0.0037180737,-0.00591343,-0.00046172214,0.0038574582,0.011444874,0.0056365565,-2.0774722e-05,-0.076906785,-0.06920701,-0.115619384,-0.13306242,0.046785977,0.054704394,0.070312366,0.08255088
0.0028858737,0.010467847,0.0043447143,0.004955893,-0.0017121957,0.0058446894,-0.0025802252,-0.0030666643,-0.0045427624,0.0029843904,-0.006990554,-0.0012551637,0.00423992,0.011830701,0.006238841,0.0004707154,-0.0750864,-0.06738725,-0.11312279,-0.13026159,0.04565458,0.053473886,0.068582304,0.08074096
0.0028585359,0.010434689,0.0042964546,0.004925334,-0.0016757789,0.00588189,-0.0025139872,-0.003038297,-0.0050035296,0.002539137,-0.0076708235,-0.0018321192,0.004490227,0.012080118,0.00663419,0.00082387443,-0.074033275,-0.06629221,-0.11160719,-0.12935553,0.044979166,0.052704047,0.06759092,0.080154404
0.002926276,0.010489432,0.004387037,0.004972616,-0.0016998177,0.005855934,-0.0025487912,-0.0030613202,-0.0057611214,0.0017991639,-0.008802947,-0.0022438662,0.004955338,0.012531802,0.0073438333,0.0010744273,-0.075529695,-0.06774642,-0.11381953,-0.13059342,0.045887247,0.05356112,0.068953805,0.08092101
0.0028739134,0.010426181,0.0042995834,0.0049421205,-0.0016386518,0.005912863,-0.0024575596,-0.0030332713,-0.006446101,0.0011128886,-0.0098257065,-0.0028708654,0.0053600133,0.012925591,0.00795609,0.0014827847,-0.0737699,-0.065994985,-0.11109286,-0.12975153,0.044790108,0.05240817,0.06721701,0.08036433
0.0028786997,0.010428159,0.0043026083,0.004954112,-0.0016184389,0.0059306123,-0.0024329105,-0.0030315137,-0.0071766386,0.00038877362,-0.010878497,-0.0033451861,0.005794973,0.013361944,0.008616221,0.0017785598,-0.07358443,-0.065822676,-0.11080791,-0.13000268,0.04467551,0.052285258,0.067064874,0.08047521
0.0028286811,0.010369608,0.004226628,0.004942536,-0.0015528897,0.0059886556,-0.0023386348,-0.003018205,-0.008134326,-0.00056748185,-0.012302682,-0.0040555205,0.0063624466,0.013926604,0.00947819,0.0022388522,-0.071891375,-0.064171895,-0.108332664,-0.12968604,0.043519225,0.05113053,0.06533755,0.080216825
0.0027321556,0.010266357,0.0040839487,0.0049117473,-0.0014601117,0.006072173,-0.0022073204,-0.0029876784,-0.008970128,-0.0014357138,-0.013564719,-0.0047904546,0.0068517416,0.014411813,0.010213739,0.0027156263,-0.06905509,-0.061406627,-0.103960566,-0.12887067,0.04164817,0.04926994,0.062467575,0.07961592
0.0026469962,0.01018023,0.0039616404,0.004884464,-0.0013805358,0.0061440747,-0.0020993438,-0.0029626028,-0.0095649855,-0.0020591477,-0.014474442,-0.005389075,0.0071955086,0.014758326,0.010727775,0.0030839085,-0.06663636,-0.059057824,-0.100168005,-0.12809357,0.04003158,0.0476918,0.059985362,0.079041004
0.00248244,0.010005485,0.003727634,0.0048347986,-0.0012422258,0.0062674712,-0.0018957907,-0.0029172362,-0.010602096,-0.003103978,-0.016043143,-0.0063530207,0.0077796485,0.015336253,0.011598422,0.0037026652,-0.062063344,-0.054487403,-0.093273304,-0.12655361,0.036983687,0.044679124,0.05542982,0.07798806
0.0023627558,0.00988243,0.0035552972,0.004798898,-0.0011459212,0.0063558635,-0.0017521405,-0.0028803495,-0.0112286415,-0.00373743,-0.017004495,-0.007044336,0.008132331,0.015680099,0.012108015,0.004132886,-0.05883756,-0.05129346,-0.08842404,-0.12534438,0.03480524,0.0425591,0.052131195,0.07719407
0.0021840087,0.009693192,0.0032919901,0.0047451383,-0.001007762,0.0064855013,-0.0015394599,-0.0028303575,-0.011877163,-0.0043874243,-0.017991008,-0.00785016,0.008485439,0.01601978,0.012630449,0.0046342267,-0.053893026,-0.046412006,-0.08106204,-0.12366407,0.031584475,0.039375003,0.04736224,0.07608363
0.001995275,0.009497177,0.0030117491,0.0046881298,-0.00086170726,0.0066243275,-0.0013136254,-0.002778781,-0.012602895,-0.005095849,-0.019078163,-0.008690514,0.0088820765,0.0164,0.013220041,0.0051500294,-0.04862678,-0.041309223,-0.07322106,-0.12190321,0.028179986,0.036040474,0.042323742,0.0748904
0.001812476,0.009301714,0.002732646,0.004626236,-0.0007117598,0.006763465,-0.0010840017,-0.0027245355,-0.0133362515,-0.0058241347,-0.020187218,-0.009526418,0.00928467,0.016789097,0.013837364,0.0056711254,-0.04346031,-0.03620808,-0.06539459,-0.120136544,0.024835743,0.0327446,0.03730043,0.07368448
0.0016423924,0.00912309,0.00247549,0.0045698793,-0.00057557784,0.0068947766,-0.0008764295,-0.0026769484,-0.013879979,-0.006348935,-0.020996327,-0.0102302255,0.009570456,0.017064063,0.014289241,0.006111393,-0.03874963,-0.031504482,-0.058236584,-0.118610695,0.021797586,0.02975149,0.032718856,0.07264529
0.0014768095,0.008944093,0.0022190148,0.004513088,-0.00044281827,0.0070240754,-0.0006736346,-0.0026283972,-0.014291554,-0.006747445,-0.021575944,-0.010866133,0.009765866,0.017259574,0.014609431,0.0065092063,-0.034099817,-0.026751194,-0.051266383,-0.117143594,0.018865848,0.026759475,0.028283985,0.07165899
0.0013262816,0.008782919,0.0019885113,0.004459088,-0.00032318907,0.007139633,-0.0004931439,-0.002581671,-0.014588574,-0.0070582395,-0.021972585,-0.011487075,0.009903706,0.017390851,0.014814659,0.006893136,-0.029826267,-0.022434264,-0.04495063,-0.11574326,0.01619014,0.023958798,0.024259824,0.07071624
0.0011135264,0.008558469,0.001668887,0.004384071,-0.00015696387,0.007294399,-0.00024455905,-0.0025170047,-0.015132588,-0.007622321,-0.022768015,-0.012370291,0.010171976,0.01765684,0.015220719,0.0074494383,-0.023825336,-0.016376743,-0.036109585,-0.11363397,0.012380731,0.019996684,0.018523,0.069291614
0.0009264463,0.008363307,0.0013892326,0.0043099998,-1.3868717e-05,0.007426489,-3.19425e-05,-0.0024526562,-0.015454776,-0.007960934,-0.023290768,-0.01310393,0.010318771,0.017813955,0.01543886,0.007908319,-0.018671814,-0.01111904,-0.02848868,-0.11149234,0.009069065,0.016636308,0.01354305,0.06791176
0.00075740984,0.008187667,0.0011394428,0.004241713,0.000115866365,0.0075418293,0.00015970887,-0.0023939456,-0.015655546,-0.008192246,-0.023643535,-0.013756475,0.010401118,0.017905593,0.015563026,0.008314074,-0.014100055,-0.006459797,-0.021557454,-0.10951362,0.0060873497,0.013669815,0.0090654185,0.066634305
0.0005514295,0.007973661,0.00083650707,0.004167049,0.0002697298,0.007680192,0.0003912715,-0.0023302403,-0.015921537,-0.008445107,-0.024046814,-0.014474038,0.010496357,0.018005976,0.015724637,0.008773066,-0.008545298,-0.0009169616,-0.013168948,-0.107275166,0.002525521,0.010140309,0.0036853217,0.065176375
0.00036943212,0.0077816313,0.00056183303,0.0040956363,0.00040761198,0.0078037963,0.0006005252,-0.0022690038,-0.016055241,-0.008592502,-0.02424296,-0.015097139,0.010531863,0.018029496,0.015787793,0.009165449,-0.0036055588,0.003939892,-0.0055446117,-0.105122834,-0.0006418645,0.007033622,-0.0010834846,0.06378765
0.00022482446,0.007627425,0.000338752,0.0040305336,0.0005184825,0.007901074,0.0007653422,-0.0022157822,-0.015998816,-0.008536782,-0.024149813,-0.015511351,0.010458115,0.017949728,0.015686998,0.009422501,0.00032728259,0.0077382056,0.00053736125,-0.103227265,-0.0031325321,0.004590509,-0.0048774583,0.06258166
3.9543353e-05,0.0074308245,5.419376e-05,0.003946835,0.0006609957,0.008027751,0.0009748415,-0.0021499363,-0.016007502,-0.008559125,-0.024157386,-0.016070196,0.0104197115,0.017893719,0.015618788,0.0097724125,0.0054566488,0.012807245,0.008403506,-0.10080345,-0.0063464055,0.0013357876,-0.009761849,0.06103881
-0.00014358979,0.007239886,-0.00022247375,0.0038588112,0.0008004324,0.008149804,0.0011769598,-0.0020841062,-0.015885968,-0.008468276,-0.023973215,-0.016560093,0.0103181405,0.01776081,0.015416663,0.010082489,0.010556385,0.017802395,0.016100347,-0.098377265,-0.009528899,-0.0019962285,-0.014597165,0.059508156
-0.0003690453,0.0070059714,-0.0005612429,0.0037538663,0.0009650119,0.008302969,0.0014200567,-0.0020070218,-0.015780352,-0.0083933985,-0.023780046,-0.017141797,0.010201413,0.017617559,0.01519732,0.010443889,0.016828893,0.0240298,0.025384612,-0.095557995,-0.0134215765,-0.006094074,-0.020405844,0.05772202
-0.00052421377,0.0068505816,-0.00079683936,0.0036663895,0.0010771017,0.008411116,0.0015834619,-0.0019462457,-0.01552334,-0.008164201,-0.023379464,-0.01754635,0.010001977,0.017415678,0.014879669,0.0106761735,0.021121887,0.028289199,0.031741954,-0.09329044,-0.016084021,-0.008874846,-0.024417914,0.05624182
-0.0006737366,0.0066953697,-0.0010236857,0.0035782675,0.0011847528,0.008520644,0.0017439423,-0.0018857307,-0.015310614,-0.007971324,-0.023106989,-0.01800159,0.009823473,0.017266406,0.014643949,0.0109405285,0.025182402,0.032476224,0.037971534,-0.090979576,-0.018653972,-0.011423127,-0.028277481,0.05472108
-0.0008735622,0.0064930473,-0.0013168278,0.0034461939,0.0013193925,0.008658307,0.0019449655,-0.001795198,-0.015044763,-0.007705697,-0.022729428,-0.018600129,0.009582038,0.01704242,0.014310253,0.01131305,0.03051583,0.037921328,0.04598053,-0.08741765,-0.02202112,-0.014742649,-0.033354755,0.052400984
-0.0010276202,0.0063364427,-0.0015435793,0.003347705,0.0014210428,0.008763483,0.0021033722,-0.0017260987,-0.014733598,-0.007401555,-0.022227466,-0.019084929,0.009335057,0.016789535,0.013946649,0.011632108,0.034624964,0.04201745,0.05205904,-0.08474576,-0.024639059,-0.017310519,-0.037233047,0.05068852
-0.001189228,0.0061699497,-0.0017833764,0.0032635848,0.0015330162,0.008875513,0.0022755305,-0.001659419,-0.014500065,-0.007185717,-0.021842271,-0.019603504,0.009142805,0.01658683,0.013661383,0.0119562885,0.038999476,0.046413574,0.058510907,-0.082396455,-0.027452743,-0.020094406,-0.041282754,0.049166314
-0.001391785,0.005956783,-0.0020805737,0.0031597652,0.001675071,0.0090125725,0.0024943347,-0.0015773767,-0.014285684,-0.0069401935,-0.021478679,-0.02017158,0.008935035,0.016368782,0.013357113,0.012318414,0.044538014,0.051985256,0.066701174,-0.079384714,-0.03093381,-0.023599043,-0.04642465,0.047256667
-0.0015463098,0.005798254,-0.0023044534,0.0030620706,0.0017814965,0.00911253,0.0026583213,-0.0014994915,-0.013890256,-0.0065070335,-0.02087452,-0.020568788,0.008630503,0.01606083,0.0128962025,0.012567156,0.048686758,0.05608946,0.07289523,-0.07648372,-0.033528816,-0.026203372,-0.05032853,0.045467567
-0.0017179716,0.005619565,-0.0025642219,0.0029515985,0.001905903,0.009227229,0.0028480839,-0.0014155862,-0.01348928,-0.006084782,-0.020281693,-0.021042926,0.008328218,0.015750736,0.012437911,0.012870114,0.053381525,0.060677096,0.08001705,-0.07335769,-0.036441114,-0.029121261,-0.054750506,0.043520708
-0.0018774528,0.005455148,-0.0028057424,0.0028413744,0.0020225106,0.009334012,0.0030212495,-0.0013361342,-0.013092359,-0.0056841215,-0.019675016,-0.021504456,0.008028499,0.015440829,0.011985971,0.013160331,0.05770817,0.064920306,0.086669765,-0.07029577,-0.03911331,-0.031835917,-0.058841635,0.041615
-0.002039975,0.005282021,-0.003050996,0.0027249814,0.0021520804,0.009449383,0.0032119737,-0.0012523098,-0.013070205,-0.005672751,-0.01963018,-0.022203485,0.007948381,0.015347995,0.011880889,0.013604266,0.062193215,0.06947672,0.0935812,-0.06713453,-0.041972067,-0.03473043,-0.06319543,0.039618023
-0.0021586008,0.005151281,-0.0032339555,0.0026098534,0.002247235,0.009533335,0.0033538474,-0.0011714235,-0.012835865,-0.005468835,-0.019272365,-0.022778884,0.0077616097,0.015141314,0.011603961,0.013979584,0.065486774,0.07285514,0.0986321,-0.06411938,-0.044084106,-0.036859132,-0.06640643,0.03773439
-0.0022459358,0.005062471,-0.0033747351,0.0025287538,0.002311909,0.009601286,0.0034499518,-0.0011172588,-0.012449878,-0.0051167896,-0.018693421,-0.02320048,0.007504963,0.01487739,0.011229025,0.014244342,0.06791632,0.075346135,0.102326,-0.062107027,-0.045639087,-0.03835877,-0.06875547,0.03644806
-0.0022835743,0.005021233,-0.003436049,0.0024136293,0.0023553057,0.0096454825,0.0035112777,-0.0010390735,-0.011950232,-0.004648394,-0.017942559,-0.02397311,0.007159994,0.014523697,0.010713396,0.01472583,0.0692335,0.076741345,0.10409082,-0.05910576,-0.046578504,-0.039240174,-0.070035785,0.03446963
-0.0023270645,0.0049699787,-0.0035019517,0.0023035328,0.0023991773,0.009683229,0.003577353,-0.0009639915,-0.011531001,-0.004251004,-0.017315703,-0.024583727,0.006872021,0.014213434,0.010260907,0.015110174,0.070735216,0.07819443,0.10600332,-0.056128744,-0.047573198,-0.04022301,-0.07138866,0.032532502
-0.0023848277,0.004913139,-0.0035982411,0.00221761,0.0024397539,0.009725568,0.0036365413,-0.00090572226,-0.010944094,-0.0036798744,-0.01646042,-0.02490347,0.0064967466,0.013839653,0.009696417,0.015303023,0.07250108,0.07988964,0.10841167,-0.05370928,-0.048592012,-0.04123278,-0.07289397,0.030998375
